song_title,artist_name,release_year,decade,genre,lyrics,pageviews,featured_artists_count,primary_tag,source_url,total_word_count,count_chorus,count_verse,count_intro,count_bridge,unique_special_word,special_words_ratio,special_word_without_chorus,unique_ratio_no_repeated_chorus,profanity_count,profanity_ratio,adjectives_count,adjectives_ratio
He never really liked me anyway
Or tell your Aunt Louise, tell anything you please
Myself already knows I'm not okay
Or you can tell my eyes to watch out for my mind
It might be walking out on me today

[Chorus]
But don't tell my heart, my achy breaky heart
I just don't think he'd understand
And if you tell my heart, my achy breaky heart
He might blow up and kill this man, ooh

[Instrumental Break]

[Chorus]
Don't tell my heart, my achy breaky heart
I just don't think he'd understand
And if you tell my heart, my achy breaky heart
He might blow up and kill this man
Don't tell my heart, my achy breaky heart
I just don't think he'd understand
And if you tell my heart, my achy breaky heart
He might blow up and kill this man, ooh-ooh
Ooh!",182823,0,country,https://genius.com/Billy-ray-cyrus-achy-breaky-heart-lyrics,281,3,2,0,0,63,0.43448275862068964,85,0.7411764705882353,4,0.014234875444839857,18,0.06405693950177936
The River,Garth Brooks,1992,1990s,country,"[Verse 1]
You know a dream is like a river
Ever changin' as it flows
And a dreamer's just a vessel
That must follow where it goes
Trying to learn from what's behind you
And never knowing what's in store
Makes each day a constant battle
Just to stay between the shores

[Chorus]
And I will sail my vessel
'Til the river runs dry
Like a bird upon the wind
These waters are my sky
I'll never reach my destination
If I never try
So, I will sail my vessel
'Til the river runs dry

[Verse 2]
Too many times we stand aside
And let the waters slip away
Till what we put off till tomorrow
Has now become today
So don't you sit upon the shoreline
And say you're satisfied
Choose to chance the rapids
And dare to dance the tide

[Chorus]
Yes, I will sail my vessel
'Til the river runs dry
Like a bird upon the wind
These waters are my sky
I'll never reach my destination
If I never try
So, I will sail my vessel
'Til the river runs dry

[Bridge]
And there's bound to be rough waters
And I know I'll take some falls
But with the good Lord as my captain
I can make it through them all

[Chorus]
Yes, I will sail my vessel
'Til the river runs dry
Like a bird upon the wind
These waters are my sky
I'll never reach my destination
If I never try
So, I will sail my vessel
'Til the river runs dry

[Outro]
Yes, I will sail my vessel
'Til the river runs dry
'Til the river runs dry",207455,0,country,https://genius.com/Garth-brooks-the-river-lyrics,266,3,2,0,1,72,0.48,100,0.72,0,0.0,14,0.05263157894736842
Don’t Follow,Alice in Chains,1994,1990s,country,"[Verse 1: Jerry Cantrell]
Hey, I ain't never comin' home
Hey, I'll just wander my own road
Hey, hey, I can't meet you here tomorrow, no
Say goodbye, don't follow
Misery so hollow

[Verse 2: Jerry Cantrell]
Hey, you, you're livin' life full throttle
Hey, you, pass me down that bottle, yeah
Hey, hey, you, you can't shake me 'round now
I get so lost and don't know how, yeah
And it hurts to care, I'm goin' down

[Verse 3: Layne Staley]
Ooh, forgot my woman, lost my friends
Things I'd done and where I've been
Sleep in sweat, the mirror's cold
See my face, it's growin' old
(Oh) Scared to death, no reason why
Do whatever to get me by
(Oh) Think about the things I've said
Read the page, it's cold and dead
And take me home (Home)
Yeah, take me home (Home), oh, oh
Take me home (Home)
Take me home (Home), yeah
Take me home (Home)

[Outro: Jerry Cantrell]
Hey, oh
Say goodbye, don't follow",197818,0,country,https://genius.com/Alice-in-chains-dont-follow-lyrics,154,0,3,0,0,61,0.6039603960396039,101,0.6039603960396039,0,0.0,10,0.06493506493506493
Fancy,Reba McEntire,1991,1990s,country,"[Verse 1]
I remember it all very well looking back
It was the summer I turned eighteen
We lived in a one-room, rundown shack
On the outskirts of New Orleans
We didn't have money for food or rent
To say the least, we were hard pressed
Then mama spent every last penny we had
To buy me a dancing dress
Well, Mama washed and combed and curled my hair
Then she painted my eyes and lips (Lips)
Then I stepped into a satin dancing dress
That had a split on the side clean up to my hip
It was red velvet trim and it had fit me good
Well, standing back from the looking glass
There stood a woman where a half-grown kid had stood

[Chorus]
She said, ""Here's your one chance, Fancy, don't let me down""
She said, ""Here's your one chance, Fancy, don't let me down""

[Verse 2]
Mama dabbed a little bit of perfume on my neck
Then she kissed my cheek
And then I saw the tears welling up in her troubled eyes
As she started to speak
She looked at our pitiful shack
And then she looked at me and took a ragged breath
She said, ""Your Pa's runned off and I'm real sick
And the baby's gonna starve to death""
She handed me a heart-shaped locket that said
""To thine own self be true""
And I shivered as I watched a roach crawl across
The toe of my high-heeled shoe
It sounded like somebody else that was talking
Asking Mama, ""What do I do?""
She said, ""Just be nice to the gentlemen, Fancy
They'll be nice to you""

[Chorus]
She said, ""Here's your one chance, Fancy, don't let me down
Here's your one chance, Fancy, don't let me down
Lord, forgive me for what I do
But if you want out, well, it's up to you
Now don't let me down now
Your Mama's gonna move you uptown""

[Verse 3]
Well, that was the last time I saw my Ma
The night I left that rickety shack
The welfare people came and took the baby
Mama died and I ain't been back
But the wheels of fate had started to turn
And for me there was no way out
It wasn't very long until I knew exactly
What my Mama'd been talking about
I knew what I had to do and I made myself this solemn vow
That I was gonna be a lady someday
Though I didn't know when or how
But I couldn't see spending the rest of my life
With my head hung down in shame
You know I might've been born just plain white trash
But Fancy was my name

[Chorus]
She said, ""Here's your one chance, Fancy, don't let me down""
She said, ""Here's your one chance, Fancy, don't let me down""

[Verse 4]
It wasn't long after a benevolent man
Took me in off the streets
And one week later I was pouring his tea
In a five-room hotel suite (Yes, she was)
I charmed a king, congressman
And an occasional aristocrat
Then I got me a Georgia mansion
And an elegant New York townhouse flat
And I ain't done bad (She ain't done bad)

[Verse 5]
Now in this world
There's a lot of self-righteous hypocrites that call me bad
They criticize Mama for turning me out
No matter how little we had
But though I ain't had to worry about nothing
For nigh on fifteen years
Well, I can still hear the desperation
In my poor Mama's voice ringing in my ears

[Chorus]
""Here's your one chance, Fancy, don't let me down
Oh, here's your one chance, Fancy, don't let me down
Lord, forgive me for what I do
But if you want out, well, it's up to you
Now don't let me down, hon'
Your Mama's gonna move you uptown""
Oh, and I guess she did",204788,0,country,https://genius.com/Reba-mcentire-fancy-lyrics,637,4,5,0,0,206,0.6518987341772152,253,0.8142292490118577,0,0.0,36,0.0565149136577708
Life in the Fast Lane,Eagles,1976,1970s,country,"[Verse 1]
He was a hard-headed man, he was brutally handsome
And she was terminally pretty
She held him up and he held her for ransom
In the heart of the cold, cold city
He had a nasty reputation as a cruel dude
They said he was ruthless, they said he was crude
They had one thing in common, they were good in bed
She'd say, ""Faster, faster, the lights are turnin' red""

[Chorus]
Life in the fast lane, surely make you lose your mind
Life in the fast lane, huh

[Post-Chorus]
Are you with me so far?

[Verse 2]
Eager for action, hot for the game
The coming attraction, the drop of a name
They knew all the right people, they took all the right pills
They threw outrageous parties, they paid heavenly bills
There were lines on the mirror, lines on her face
She pretended not to notice, she was caught up in the race
Out every evening, until it was light
He was too tired to make it, she was too tired to fight about it

[Chorus]
Life in the fast lane, surely make you lose your mind
Life in the fast lane, huh
Life in the fast lane, everything all the time
Life in the fast lane, uh-huh

[Instrumental Bridge]

[Verse 3]
Blowin' and burnin', blinded by thirst
They didn't see the stop sign, took a turn for the worst
She said, ""Listen, baby, you can hear the engine ring""
""We've been up and down this highway, haven't seen a goddamn thing""
He said, ""Call the doctor, I think I'm gonna crash""
""The doctor say he's comin', but you gotta pay in cash""
They went rushin' down that freeway, messed around and got lost
They didn't care, they were just dyin' to get off and it was

[Chorus]
Life in the fast lane, surely make you lose your mind
Life in the fast lane, uh-huh
Life in the fast lane, everything all the time
Life in the fast lane, uh-huh

[Outro]
Life in the fast lane
Life in the fast lane",169052,0,country,https://genius.com/Eagles-life-in-the-fast-lane-lyrics,332,3,3,0,1,113,0.6494252873563219,133,0.849624060150376,1,0.0030120481927710845,36,0.10843373493975904
That Don’t Impress Me Much,Shania Twain,1998,1990s,country,"[Intro]
Ow
Uh-huh, yeah, yeah

[Verse 1]
I've known a few guys who thought they were pretty smart
But you've got being right down to an art
You think you're a genius, you drive me up the wall
You're a regular original, a know-it-all

[Pre-Chorus]
Oh-oh, you think you're special
Oh-oh, you think you're something else
Okay, so you're a rocket scientist
[Chorus]
That don't impress me much
So you got the brains, but have you got the touch?
Now, don't get me wrong—yeah, I think you're alright
But that won't keep me warm in the middle of the night
That don't impress me much
Uh-huh, yeah, yeah

[Verse 2]
I never knew a guy who carried a mirror in his pocket
And a comb up his sleeve—just in case
And all that extra hold gel in your hair oughta lock it
’Cause heaven forbid it should fall outta place

[Pre-Chorus]
Oh-oh, you think you're special
Oh-oh, you think you're something else
Okay, so you're Brad Pitt

[Chorus]
That don't impress me much (Oh, oh, ooh)
So you got the looks, but have you got the touch?
Now, don't get me wrong—yeah, I think you're alright
But that won't keep me warm in the middle of the night
That don't impress me much
Yeah

[Verse 3]
You're one of those guys who likes to shine his machine
You make me take off my shoes before you let me get in
I can't believe you kiss your car good night
Now, come on, baby, tell me, you must be joking, right?

[Pre-Chorus]
Oh-oh, you think you're something special
Oh-oh, you think you're something else
Okay, so you've got a car

[Chorus]
That don't impress me much (Oh, oh, ooh)
So you got the moves, but have you got the touch?
Now, don't get me wrong—yeah, I think you're alright
But that won't keep me warm in the middle of the night
That don't impress me much (That don't impress me)
Oh, oh no, you think you're cool, but have you got the touch?
Now, now, don't get me wrong—yeah, I think you're alright
But that won't keep me warm on the long, cold, lonely night
That don't impress me much
Uh-huh, yeah, yeah

[Outro]
Okay, so what do you think, you're Elvis or something?
Whatever
That don't impress me",181152,0,country,https://genius.com/Shania-twain-that-dont-impress-me-much-lyrics,374,3,3,1,0,92,0.42592592592592593,88,1.0454545454545454,0,0.0,32,0.0855614973262032
