song_title,artist_name,release_year,decade,genre,lyrics,pageviews,featured_artists_count,primary_tag,source_url,total_word_count,count_chorus,count_verse,count_intro,count_bridge,unique_special_word,special_words_ratio,special_word_without_chorus,unique_ratio_no_repeated_chorus,profanity_count,profanity_ratio,adjectives_count,adjectives_ratio

[Guitar Solo]

[Chorus]
Well, I've been afraid of changin'
'Cause I've built my life around you
But time makes you bolder
Even children get older
And I'm getting older too
Oh, I'm getting older too

[Verse 3]
Oh-oh, take my love, take it down
Oh-oh, climb a mountain and turn around
And if you see my reflection in the snow-covered hills
Well, the landslide bring it down

[Outro]
And if you see my reflection in the snow-covered hills
Well, the landslide will bring it down
Oh-ohh, the landslide bring it down",1376386,0,rock,https://genius.com/Fleetwood-mac-landslide-lyrics,176,2,3,0,0,49,0.494949494949495,76,0.6447368421052632,0,0.0,12,0.06818181818181818
Come On Eileen,Dexys,1982,1980s,rock,"[Fiddle Tune]

[Intro]
Come on, Eileen
Come on, Eileen

[Verse 1]
Poor old Johnnie Ray
Sounded sad upon the radio
Moved a million hearts in mono
Our mothers cried
Sang along, who'd blame them?
You're grown (You're grown up)
So grown (So grown up)
Now I must say more than ever (Come on, Eileen)
Toora, loora, toora, loo-rye-aye
And we can sing just like our fathers

[Chorus]
Come on, Eileen
Oh, I swear (Well, he means)
At this moment
You mean everything
You in that dress
My thoughts, I confess
Verge on dirty
Oh, come on, Eileen

[Post-Chorus]
Come on, Eileen

[Verse 2]
These people 'round here
Were beaten down, eyes sunk in smoke-dried face
They're resigned to what their fate is
But no, not us (No, never)
No, not us (No, never)
We are far too young and clever (Remember)
Toora, loora, toora, loo-rye-aye
Eileen, I'll hum this tune forever

[Chorus]
Come on, Eileen
Oh, I swear (Well, he means)
Ah, come on, let's
Take off everything
That pretty red dress
Eileen (Tell him yes)
Ah, come on, let's
Ah, come on, Eileen
That pretty red dress
Eileen (Tell him yes)
Ah, come on, let's
Ah, come on, Eileen
Please

[Bridge]
(Come on, Eileen, ta-loo-rye-aye)
(Come on, Eileen, ta-loo-rye-aye)
Now you are grown, now you have shown (Toora, toora, ta-loora)
Oh, Eileen, said
Come on, Eileen (You've grown)
(Come on, Eileen, ta-loo-rye-aye)
These things, they are real and I know (So grown)
(Come on, Eileen, ta-loo-rye-aye)
How you feel
Now I must say more than ever (Toora, toora, ta-loora)
Things 'round here have changed, I said
Toora, loora, toora, loo-rye-aye
(Come on, Eileen, ta-loo-rye-aye)
(Come on, Eileen, ta-loo-rye-aye)
(Toora, toora, ta-loora)

[Chorus]
Come on, Eileen
Oh, I swear (Well, he means)
At this moment
You mean everything
You in that dress
My thoughts, I confess
Verge on dirty
Ah, come on, Eileen
Come on, Eileen
Oh, I swear (Well, he means)
At this moment
You mean everything
In that dress
Oh, my thoughts, I confess
Well, they're dirty
Come on, Eileen
Come on, Eileen
Woah (Well, he means)
Oh-ho-ho-ho
Ah, come on, ah, come on, ah, come on (Everything)
In that dress
Woah (I confess)

[Outro]
Oh, believe me, if all those endearing young charms
That I gaze on so fondly today
Were to suddenly leave you or fly in the night
Just like fairy gifts gone in the sky",1417535,0,rock,https://genius.com/Dexys-come-on-eileen-lyrics,388,3,2,1,1,97,0.40082644628099173,153,0.6339869281045751,0,0.0,14,0.03608247422680412
Once in a Lifetime,Talking Heads,1980,1980s,rock,"[Verse 1]
You may find yourself
Living in a shotgun shack
And you may find yourself
In another part of the world
And you may find yourself
Behind the wheel of a large automobile
And you may find yourself in a beautiful house
With a beautiful wife
And you may ask yourself
""Well... how did I get here?""

[Chorus 1]
Letting the days go by
Let the water hold me down
Letting the days go by
Water flowing underground
Into the blue again
After the money's gone
Once in a lifetime
Water flowing underground

[Verse 2]
And you may ask yourself
""How do I work this?""
And you may ask yourself
""Where is that large automobile?""
And you may tell yourself
""This is not my beautiful house!""
And you may tell yourself
""This is not my beautiful wife!""

[Chorus 1]
Letting the days go by
Let the water hold me down
Letting the days go by
Water flowing underground
Into the blue again
After the money's gone
Once in a lifetime
Water flowing underground

[Bridge]
Same as it ever was
Same as it ever was
Same as it ever was
Same as it ever was
Same as it ever was
Same as it ever was
Same as it ever was
Same as it ever was

[Verse 3]
Water dissolving, and water removing
There is water at the bottom of the ocean
Under the water, carry the water
Remove the water at the bottom of the ocean
Water dissolving, and water removing

[Chorus 2]
Letting the days go by
Let the water hold me down
Letting the days go by
Water flowing underground
Into the blue again
Into the silent water
Under the rocks and stones
There is water underground
Letting the days go by
Let the water hold me down
Letting the days go by
Water flowing underground
Into the blue again
After the money's gone
Once in a lifetime
Water flowing underground

[Verse 4]
You may ask yourself
""What is that beautiful house?""
You may ask yourself
""Where does that highway go to?""
And you may ask yourself
""Am I right? Am I wrong?""
And you may say to yourself
""My God! What have I done?!""

[Chorus 2]
Letting the days go by
Let the water hold me down
Letting the days go by
Water flowing underground
Into the blue again
Into the silent water
Under the rocks and stones
There is water underground
Letting the days go by
Let the water hold me down
Letting the days go by
Water flowing underground
Into the blue again
After the money's gone
Once in a lifetime
Water flowing underground

[Outro]
Same as it ever was
Same as it ever was
Same as it, ever was
And look where my hand was
Time isn't holding up
Time isn't after us
Same as it ever was
Same as it ever was
Same as it ever was
Same as it ever was
Same as it ever was
Same as it ever was
Letting the days go by
Same as it ever was
And here, a twister comes, here comes the twister
Same as it ever was (Letting the days go by)
Same as it ever was
Same as it ever was (Letting the days go by)
Same as it ever was
Once in a lifetime
Let the water hold me down
Letting the days go by
Water flowing underground
Into the blue again",1315616,0,rock,https://genius.com/Talking-heads-once-in-a-lifetime-lyrics,552,4,4,0,1,56,0.23045267489711935,148,0.3783783783783784,1,0.0018115942028985507,21,0.03804347826086957
Lass mal nicht machen,Die Toten Hosen,2026,2020s,rock,"[Songtext zu „Lass mal nicht machen“]

[Strophe 1]
Die Tür aufmachen für die Zeugen Jehovas
Am Weltfrauentag im Rammstein-Pullover
Mit der AIDA einmal um die Welt
'ne Runde Kugelfisch-Sushi bestellen
Auf weiße Tauben schießen vom Balkon
Die Toten Hosen bei Sing meinen Song

[Refrain]
Komm lass mal nicht machen
Lass mal nicht machen, lass mal nicht machen
Komm lass mal nicht machen
Besser nicht machen, lass mal nicht machen

[Strophe 2]
Mit König Charles im Bellevuе fein dinieren
Und großе Schnauze an der Berghain-Tür riskieren
Mit dem SUV zum Klimastreik
Los, wir streicheln einen weißen Hai
Mit drei Promille an der Kletterwand
Pfefferminztee am Ballermann

[Refrain]
Komm lass mal nicht machen
Lass mal nicht machen, lass mal nicht machen
Komm lass mal nicht machen
Besser nicht machen, lass mal nicht machen
Oder vielleicht doch

[Bridge]
Steuern sparen in Abu Dhabi
Mit Merz und Söder auf derselben Party
Und wenn's mal mit der Kohle klemmt
Wie wär's dann mit dem Dschungelcamp?

[Refrain]
Komm lass mal nicht machen
Lass mal nicht machen, lass mal nicht machen
Komm lass mal nicht machen
Besser nicht machen, lass mal nicht machen
Oder vielleicht doch
Lass mal nicht machen - oder vielleicht doch",0,0,rock,https://genius.com/Die-toten-hosen-lass-mal-nicht-machen-lyrics,182,0,0,0,1,80,0.4519774011299435,177,0.4519774011299435,0,0.0,10,0.054945054945054944
American Idiot,Green Day,2004,2000s,rock,"[Verse 1]
Don't wanna be an American idiot
Don't want a nation under the new media
And can you hear the sound of hysteria?
The subliminal mindfuck America

[Chorus]
Welcome to a new kind of tension
All across the alienation
Where everything isn't meant to be okay
Television dreams of tomorrow
We're not the ones who're meant to follow
For that's enough to argue

[Verse 2]
Well, maybe I'm the faggot America
I'm not a part of a redneck agenda
Now everybody do the propaganda
And sing along to the age of paranoia

[Chorus]
Welcome to a new kind of tension
All across the alienation
Where everything isn't meant to be okay
Television dreams of tomorrow
We're not the ones who're meant to follow
For that's enough to argue

[Guitar Solo]

[Bridge]
Don't wanna be an American idiot
One nation controlled by the media
Information age of hysteria
It's calling out to idiot America

[Chorus]
Welcome to a new kind of tension
All across the alienation
Where everything isn't meant to be okay
Television dreams of tomorrow
We're not the ones who're meant to follow
For that's enough to argue",1325180,0,rock,https://genius.com/Green-day-american-idiot-lyrics,180,3,2,0,1,49,0.47115384615384615,64,0.765625,4,0.022222222222222223,14,0.07777777777777778
I’m Gonna Be (500 Miles),The Proclaimers,1988,1980s,rock,"[Verse 1]
When I wake up, well, I know I'm gonna be
I'm gonna be the man who wakes up next to you
When I go out, yeah, I know I'm gonna be
I'm gonna be the man who goes along with you
If I get drunk, well, I know I'm gonna be
I'm gonna be the man who gets drunk next to you
And if I haver, yeah, I know I'm gonna be
I'm gonna be the man who's haverin' to you

[Chorus]
But I would walk five hundred miles
And I would walk five hundred more
Just to be the man who walked a thousand
Miles to fall down at your door

[Verse 2]
When I'm workin', yes, I know I'm gonna be
I'm gonna be the man who's workin' hard for you
And when the money comes in for the work I do
I'll pass almost every penny on to you
When I come home (When I come home), oh, I know I'm gonna be
I'm gonna be the man who comes back home to you
And if I grow old, well, I know I'm gonna be
I'm gonna be the man who's growin' old with you

[Chorus]
But I would walk five hundred miles
And I would walk five hundred more
Just to be the man who walked a thousand
Miles to fall down at your door

[Post-Chorus]
Da-da da da (Da-da da da)
Da-da da da (Da-da da da)
Da-da dum diddy dum diddy dum diddy da da da
Da-da da da (Da-da da da)
Da-da da da (Da-da da da)
Da-da dum diddy dum diddy dum diddy da da da

[Verse 3]
When I'm lonely, well, I know I'm gonna be
I'm gonna be the man who's lonely without you
And when I'm dreamin', well, I know I'm gonna dream
I'm gonna dream about the time when I'm with you
When I go out (When I go out), well, I know I'm gonna be
I'm gonna be the man who goes along with you
And when I come home (when I come home), yes, I know I'm gonna be
I'm gonna be the man who comes back home with you
I'm gonna be the man who's comin' home with you

[Chorus]
But I would walk five hundred miles
And I would walk five hundred more
Just to be the man who walked a thousand
Miles to fall down at your door

[Post-Chorus]
Da-da da da (Da-da da da)
Da-da da da (Da-da da da)
Da-da dum diddy dum diddy dum diddy da da da
Da-da da da (Da-da da da)
Da-da da da (Da-da da da)
Da-da dum diddy dum diddy dum diddy da da da
Da-da da da (Da-da da da)
Da-da da da (Da-da da da)
Da-da dum diddy dum diddy dum diddy da da da
Da-da da da (Da-da da da)
Da-da da da (Da-da da da)
Da-da dum diddy dum diddy dum diddy da da da

[Chorus]
And I would walk five hundred miles
And I would walk five hundred more
Just to be the man who walked a thousand
Miles to fall down at your door",1682266,0,rock,https://genius.com/The-proclaimers-im-gonna-be-500-miles-lyrics,515,3,3,0,0,55,0.16417910447761194,158,0.34810126582278483,2,0.003883495145631068,20,0.038834951456310676
drop dead,Olivia Rodrigo,2026,2020s,rock,"[Verse 1]
I know that the bar closes at 11
But I hope you never finish that beer
You know all the words to ""Just Like Heaven""
And I know why he wrote them now that you're standin' right here

[Chorus]
Oh, one night I was bored in bed
And stalked you on the internet
It's feminine intuition
'Cause I always had a vision of us standing like this
All pressed up in the bathroom line
You're lookin' like an angel on the walls of Versailles
The most alive I've ever been
But kiss me and I might drop dеad

[Verse 2]
And I feel like I might throw up
Left hook, right punch to the gut
You'rе so, so pretty, boy
I'm paranoid I made you up
Yeah, I'd love it if you walked me home
If you promise, we can go real slow
'Cause I got chewing gum
And a bunch of stuff I'd like to know
Like, have you ever been to Japan
Or taken that Eurostar to France?
I've been droppin' hints all night
That I'd love if you held my hand, goddamn
And then maybe we could make-makeout
Clothes off and fall to the ground
Let's go steady, let's go out
And tell the whole damn world how

[Chorus]
One night, I was bored in bed
And stalked you on the internet
It's feminine intuition
'Cause I always had a vision of us standing like this
All pressed up in the bathroom line
You're lookin' like an angel on the walls of Versailles
The most alive I've ever been
But kiss me and I might

[Bridge]
Pisces and a Gemini
But I think we might go really nice together
If you let me stay the night
Well, I think I might just have to stay forever
Pisces and a Gemini
But I think we might go really nice together
If you let me stay the night
Well, I think I might just have to stay forever

[Chorus]
(Oh) One night, I was bored in bed
And stalked you on the internet
It's feminine intuition
'Cause I always had a vision of us standing like this
All pressed up in the bathroom line
You're lookin' like an angel on the walls of Versailles
The most alive I've ever been
But kiss me and I might
Kiss me and I might
Kiss me and I might drop dead",1317901,0,rock,https://genius.com/Olivia-rodrigo-drop-dead-lyrics,393,3,2,0,1,101,0.49029126213592233,143,0.7062937062937062,2,0.005089058524173028,19,0.04834605597964377
How to Save a Life,The Fray,2005,2000s,rock,"[Verse 1]
Step one, you say, ""We need to talk""
He walks, you say, ""Sit down, it's just a talk""
He smiles politely back at you
You stare politely right on through
Some sort of window to your right
As he goes left and you stay right
Between the lines of fear and blame
You begin to wonder why you came

[Chorus]
Where did I go wrong? I lost a friend
Somewhere along in the bitterness
And I would have stayed up with you all night
Had I known how to save a life

[Verse 2]
Let him know that you know best
'Cause after all, you do know best
Try to slip past his defense
Without granting innocence
Lay down a list of what is wrong
The things you've told him all along
Pray to God He hears you
And pray to God He hears you, and

[Chorus]
Where did I go wrong? I lost a friend
Somewhere along in the bitterness
And I would have stayed up with you all night
Had I known how to save a life

[Verse 3]
As he begins to raise his voice
You lower yours and grant him one last choice
Drive until you lose the road
Or break with the ones you've followed
He will do one of two things
He will admit to everything
Or he'll say he's just not the same
And you'll begin to wonder why you came

[Chorus]
Where did I go wrong? I lost a friend
Somewhere along in the bitterness
And I would have stayed up with you all night
Had I known how to save a life
Where did I go wrong? I lost a friend
Somewhere along in the bitterness
And I would have stayed up with you all night
Had I known how to save a life

[Post-Chorus]
How to save a life
How to save a life

[Chorus]
Where did I go wrong? I lost a friend
Somewhere along in the bitterness
And I would have stayed up with you all night
Had I known how to save a life
Where did I go wrong? I lost a friend (Where did I go wrong?)
Somewhere along in the bitterness
And I would have stayed up with you all night (I would have stayed up)
Had I known how to save a life

[Outro]
How to save a life
How to save a life",1461223,0,rock,https://genius.com/The-fray-how-to-save-a-life-lyrics,390,3,3,0,0,74,0.43023255813953487,99,0.7474747474747475,3,0.007692307692307693,13,0.03333333333333333
I’m on Fire,Bruce Springsteen,1984,1980s,rock,"[Verse 1]
Hey, little girl, is your daddy home?
Did he go away and leave you all alone?
I got a bad desire
Oh, oh, oh, I'm on fire

[Verse 2]
Tell me now, baby, is he good to you?
And can he do to you the things that I do?
Oh no, I can take you higher
Oh, oh, oh, I'm on fire

[Bridge]
Sometimes it's like someone took a knife, baby, edgy and dull
And cut a six-inch valley through the middle of my skull

[Verse 3]
At night, I wake up with the sheets soakin' wet
And a freight train runnin' through the middle of my head
Only you can cool my desire
Oh, oh, oh, I'm on fire
Oh, oh, oh, I'm on fire
Oh, oh, oh, I'm on fire

[Outro]
Ooh-ooh, ooh
Ooh-ooh, ooh-ooh
Ooh-ooh-ooh, ooh-ooh
Ooh, ooh, ooh, ooh-ooh
Ooh-ooh-ooh, ooh-ooh",1350339,0,rock,https://genius.com/Bruce-springsteen-im-on-fire-lyrics,139,0,3,0,1,46,0.5679012345679012,81,0.5679012345679012,0,0.0,11,0.07913669064748201
"Another Brick in the Wall, Pt. 2",Pink Floyd,1979,1970s,rock,"[Intro]

[Verse 1: Roger Waters & David Gilmour]
We don't need no education
We don't need no thought control
No dark sarcasm in the classroom
Teacher, leave them kids alone

[Pre-Chorus: Roger Waters & David Gilmour]
Hey, teacher, leave them kids alone

[Chorus: Roger Waters & David Gilmour]
All in all, it's just another brick in the wall
All in all, you're just another brick in the wall

[Verse 2: Islington Green School Students]
We don't need no education
We don't need no thought control
No dark sarcasm in the classroom
Teachers, leave them kids alone

[Pre-Chorus: Islington Green School Students]
Hey, teacher, leave us kids alone!

[Chorus: Islington Green School Students]
All in all, you're just another brick in the wall
All in all, you're just another brick in the wall

[Guitar Solo]

[Outro: Roger Waters]
Wrong, do it again
Wrong, do it again
If you don't eat your meat, you can't have any pudding
(Wrong, do it again)
How can you have any pudding if you don't eat your meat?
(Wrong, do it again)
(If you don't eat your meat)
You, yes, you behind the bike sheds, stand still, laddie
(If you don't eat your meat, you can't have any pudding)
(How can you have any pudding if you don't eat your meat?)
(You, yes, you behind the bike sheds, stand still, laddie)",1275406,0,rock,https://genius.com/Pink-floyd-another-brick-in-the-wall-pt-2-lyrics,184,2,2,1,0,31,0.3333333333333333,72,0.4305555555555556,0,0.0,0,0.0
Somebody to Love,Queen,1976,1970s,rock,"[Intro]
Can 
anybody find me
Somebody to
 love?

[Verse 1]
Ooh, each morning I get up I die a little
Can barely stand on my feet
Take a look at yourself in the mirror and cry
Take a look in the mirror and cry
Lord, what you're doing to me? (
Yeah, yeah
)
I have spent all my years in believin' you
But I just can't get no relief, Lord

[Chorus]
Somebody (
Somebody
)
Ooh, somebody (
Somebody
)
Can anybody find me
Somebody to love?
Yeah

[Verse 2]
I work hard (
He works hard
) every day of my life
I work 'till I ache my bones
At the end (
At the end of the day
) I take home
My hard-earned pay all on my own
(
Goes home, goes home on his own
)
I get down (Down) on my knees (Knees) and I start to pray (Praise the Lord)
'Till the tears run down from my eyes, Lord

[Chorus]
Somebody (Somebody)
Ooh, somebody (Please)
Can anybody find me
Somebody to love?
Oh

[Bridge]
(
He works hard
) everyday (
Everyday
)
I try and I try and I try
But everybody wants to put me down
They say I'm going crazy
They say I got a lot of water in my brain
I got no common sense
(He's got) I got nobody left to believe
No, no, no, no

[Guitar solo]

[Chorus]
(Ooh, ooh, ooh, Lord)
Ooh, somebody
Ooh (Somebody)
Anybody find me
Somebody to love
Can anybody find me
Someone to love?

[Verse 3]
Got no feel, I got no rhythm
I just keep losing my beat (
You just keep losing and losing
)
I'm okay, I'm alright (
He's alright, he's alright
)
I ain't gonna face no defeat (
Yeah, yeah
)
I just gotta get out of this prison cell
(
One day
) Someday I'm gonna be free, Lord

[Outro]
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
(Find me, find me)
Find me somebody to love (Find me)
Find me somebody to love
Find me somebody to love-ove-ove
(Ooh, find me, find me)
Find me somebody to love
(Somebody to love)
Find me somebody to love
Somebody (Somebody)
Somebody (Somebody)
Somebody (Find me)
(Somebody find me somebody to love)
Can anybody find me
Somebody to love?
(Find me somebody to love) Ooh
(Find me somebody to love)
Find me somebody
(Find me somebody to love)
Somebody, somebody, somebody to love
(Find me somebody to love)
Find me, find me
Find me, find me, find me
(Find me somebody to love)
Ooh, somebody to love
(Find me somebody to love)
Ooh, find me, find me
Find me somebody to love
(Find me somebody to love)
Anybody, anywhere, anybody
Find me somebody to love, love
Find me, find me, find me, find me",1285705,0,rock,https://genius.com/Queen-somebody-to-love-lyrics,456,3,3,1,1,86,0.31970260223048325,243,0.35390946502057613,0,0.0,11,0.02412280701754386
The Great Divide,Noah Kahan,2026,2020s,rock,"[Verse 1: Noah Kahan]
I can't recall the last time that we talked
About anything but looking out for cops
We got cigarette burns in the same side of our hands, we ain't friends
We're just morons, who broke skin in the same spot
But I've never seen you take a turn that wide
And I'm high enough to still care if I die
So I tried to read the thoughts that you'd worked overtime to stop
You said, ""Fuck off,"" and I said nothin' for a while

[Pre-Chorus: Noah Kahan]
You know I think about you all the time
And my deep misunderstanding of your life
And how bad it must have been for you back then
And how hard it was to keep it all inside

[Chorus: Noah Kahan]
I hope you settlе down, I hope you marry rich
I hope you're scarеd of only ordinary shit
Like murderers and ghosts and cancer on your skin
And not your soul and what He might do with it

[Verse 2: Noah Kahan]
You inched yourself across the great divide
While we drove aimlessly along the Twin State line
I heard nothing but the bass in every ballad that you'd play
While you swore to God the singer read your mind
But the world is scared of hesitating things
Yeah, they only shoot the birds who cannot sing
And I'm finally aware of how shitty and unfair
It was to stare ahead like everything was fine

[Pre-Chorus: Noah Kahan]
You know I think about you all the time
And my deep misunderstanding of your life
And how bad it must have been for you back then
And how hard it was to keep it all inside

[Chorus: Noah Kahan & Dylan Jones]
I hope you settle down, I hope you marry rich (
Oh-oh
)
I hope you're scared of only ordinary shit (
Oh-oh
)
Like murderers and ghosts and cancer on your skin (
Oh-oh
)
And not your soul and what He might do with it

[Post-Chorus: Noah Kahan]
Ah, Lord

[Bridge: Noah Kahan]
Rage, in small ways
Did you wish that I could know
That you'd fade to some place
I wasn't brave enough to go?

[Chorus: Noah Kahan]
I hope you settle down, I hope you marry rich
I hope you're scared of only ordinary shit
Like murderers and ghosts and cancer on your skin
And not your soul and what He might do with it

[Post-Chorus: Noah Kahan & Dylan Jones]
Ah (
Ah
), woah
Ah
Ah, Lord
Ah

[Outro: Noah Kahan]
I hope you threw a brick right into that stained glass
I hope you're with someone who isn't scared to ask
I hope that you're not losing sleep about what's next
Or about your soul and what He might do with it",1322662,0,rock,https://genius.com/Noah-kahan-the-great-divide-lyrics,422,3,2,0,1,130,0.6403940886699507,128,1.015625,6,0.014218009478672985,28,0.06635071090047394
Party in the U.S.A.,Miley Cyrus,2009,2000s,rock,"[Verse 1]
I hopped off the plane at LAX
With a dream and my cardigan
Welcome to the land of fame excess (Woah)
Am I gonna fit in?
Jumped in the cab, here I am for the first time
Look to my right, and I see the Hollywood sign
This is all so crazy
Everybody seems so famous

[Pre-Chorus]
My tummy's turnin' and I'm feelin' kinda homesick
Too much pressure and I'm nervous
That's when the taxi man turned on the radio
And a Jay-Z song was on
And a Jay-Z song was on
And a Jay-Z song was on

[Chorus]
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah""
Movin' my hips like, ""Yeah""
I got my hands up, they're playin' my song
I know I'm gonna be okay
Yeah, it's a party in the U.S.A.
Yeah, it's a party in the U.S.A.

[Verse 2]
Get to the club in my taxi cab
Everybody's lookin' at me now
Like, ""Who's that chick that's rockin' kicks?""
""She gotta be from out of town""
So hard with my girls not around me
It's definitely not a Nashville party
'Cause all I see are stilettos
I guess I never got the memo

[Pre-Chorus]
My tummy's turnin' and I'm feelin' kinda homesick
Too much pressure and I'm nervous
That's when the DJ dropped my favorite tune
And a Britney song was on
And a Britney song was on
And a Britney song was on

[Chorus]
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah""
Movin' my hips like, ""Yeah""
I got my hands up, they're playin' my song
I know I'm gonna be okay
Yeah, it's a party in the U.S.A.
Yeah, it's a party in the U.S.A.

[Bridge]
Feel like hopping on a flight (On a flight)
Back to my hometown tonight (Town tonight)
Something stops me every time (Every time)
The DJ plays my song, and I feel all right (Hey, hey)

[Chorus]
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah"" (N-n-n-noddin' my head)
Movin' my hips like, ""Yeah"" (Ooh, yeah)
I got my hands up, they're playin' my song
I know I'm gonna be okay (Gonna be okay)
Yeah (Na-na, na-na), it's a party in the U.S.A. (Yeah)
Yeah, it's a party in the U.S.A.
So I put my hands up
They're playin' my song, the butterflies fly away (I'm flying away)
I'm noddin' my head like, ""Yeah"" (Noddin' my head like, ""Yeah"")
Movin' my hips like, ""Yeah"" (Movin' my hips like, ""Yeah"")
I got my hands up, they're playin' my song
I know I'm gonna be okay (I'm gonna be okay)
Yeah (Yeah), it's a party in the U.S.A.
Yeah (Ha-ha-ha, ha-ha), it's a party in the U.S.A.",1289802,0,rock,https://genius.com/Miley-cyrus-party-in-the-usa-lyrics,473,3,2,0,1,101,0.3726937269372694,96,1.0520833333333333,0,0.0,22,0.046511627906976744
all-american bitch,Olivia Rodrigo,2023,2020s,rock,"[Verse 1]
I am light as a feather and as stiff as a board
I pay attention to things that most people ignore
And I'm all right with the movies
That make jokes 'bout senseless cruelty, that's for sure
And I am built like a mother and a total machine
I feel for your every little issue, I know just what you mean
And I make light of the darkness
I've got sun in my motherfuckin' pocket, best believe
Yeah, you know me, I

[Chorus]
Forgive, and I forget
I know my age and I act like it
Got what you can't resist
I'm a perfect all-American

[Verse 2]
I am light as a feather, I'm as fresh as the air
Coca-Cola bottles that I only use to curl my hair
I got class and integrity
Just like a goddamn Kennedy, I swear
With love to spare, I

[Chorus]
Forgive and I forget
I know my age and I act like it
Got what you can't resist
I'm a perfect all-American bitch

[Post-Chorus]
With perfect all-American lips
And perfect all-American hips
I know my place
I know my place, and this is it

[Bridge]
I don't get angry when I'm pissed
I'm the eternal optimist
I scream inside to deal with it, like, ""Ah""
Like, ""Ah"" (Oh, my fucking God, yeah)

[Outro]
All the time
I'm grateful all the time
I'm sexy and I'm kind
I'm pretty when I cry
Oh, all the time
I'm grateful all the time (Grateful all the fucking time)
I'm sexy and I'm kind
I'm pretty when I cry",1249566,0,rock,https://genius.com/Olivia-rodrigo-all-american-bitch-lyrics,255,2,2,0,1,84,0.5957446808510638,118,0.711864406779661,7,0.027450980392156862,28,0.10980392156862745
Like a Stone,Audioslave,2002,2000s,rock,"[Verse 1]
On a cobweb afternoon in a room full of emptiness
By a freeway, I confess I was lost in the pages
Of a book full of death, reading how we'll die alone
And if we're good, we'll lay to rest anywhere we wanna go

[Chorus]
In your house, I long to be
Room by room, patiently
I'll wait for you there like a stone
I'll wait for you there alone

[Verse 2]
And on my deathbed, I will pray to the gods and the angels
Like a pagan to anyone who will take me to heaven
To a place I recall, I was there so long ago
The sky was bruised, the wine was bled, and there you led me on

[Chorus]
In your house, I long to be
Room by room, patiently
I'll wait for you there like a stone
I'll wait for you there alone, alone

[Guitar Solo]

[Bridge]
And on, I read until the day was gone
And I sat in regret of all the things I've done
For all that I've blessed and all that I've wronged
In dreams until my death, I will wander on

[Chorus]
In your house, I long to be
Room by room, patiently
I'll wait for you there like a stone
I'll wait for you there alone, alone",1291744,0,rock,https://genius.com/Audioslave-like-a-stone-lyrics,209,3,2,0,1,56,0.5957446808510638,68,0.8235294117647058,0,0.0,4,0.019138755980861243
